Member_number,Date,itemDescription
1768,26-05-2015,Nyle Anti- Dandruff
3847,26-03-2015,Nyle Dryness Hydration
3557,20-07-2015,Nyle Volume Enhance
3975,27-02-2015,Nyle Pollution Sheild
4198,18-03-2015,Nyle Damage Repair
2580,04-09-2015,Spinz BB Cream
3474,25-08-2015,Spinz Talc - Exotic
1678,14-11-2015,Indica Easy - Brown
4254,14-08-2015,Chik - Thick & Glossy Shampoo
4704,21-08-2015,Maa Mango
3343,10-05-2015,Maa Apple
3812,24-06-2015,Maa - Mango
3093,13-03-2015,Maa Lemon
2170,18-06-2015,Maa Orange 
4867,29-10-2015,Maa Mango
3899,23-03-2015,Fremon
2941,03-10-2015,Joozy Cola
1958,03-07-2015,Runge
2760,08-08-2015,Chillout
4413,03-08-2015,Ruchi- Maharastra Mango Pickle
1737,15-05-2015,Bhima- Cut Mango
4202,18-02-2015,Cavin’s Mango Lassi
1065,13-11-2015,Cavin's Lassi
3819,28-06-2015,Chik - Anti Dandruff Shamphoo
2854,08-02-2015,Cavin's Buttermilk
4387,16-09-2015,Bhima- Cut Mango
4530,12-04-2015,Roasted Nylon Chivda
4191,03-11-2015,Moong Dal
3102,04-12-2015,Cavin's Buttermilk
1946,25-01-2015,Spinz Deo - Yellow Blossom
2156,15-05-2015,Bhima- Cut Mango
1444,16-12-2015,Bhima- Cut Mango
1699,14-05-2015,Manglori Mixture
4954,04-05-2015,Garden French Fries
2207,08-04-2015,Garden Instant bhel mix
4826,28-01-2015,Cavin's Kaju Butterscotch Milkshake
2374,08-06-2015,Bhima- Cut Mango
1604,18-08-2015,Bhima- Mixed Veg
4437,29-11-2015,Cavin's Lassi
2319,10-05-2015,Cavin's Stawberry Lassi
3018,27-06-2015,Cavin's Vanilla Milshake
1195,28-09-2015,Cavin's Buttermilk
1768,04-09-2015,Cavin's Lassi
3017,28-09-2015,Cavin's Chocolate Milkshake 
3384,29-11-2015,Cavin's Stawberry Lassi
1918,30-01-2015,Cavin's Kaju Butterscotch Milkshake
2524,17-10-2015,Bhima- Cut Mango
2798,17-06-2015,Bhima- Mixed Veg
2096,25-01-2015,Bhima- Lime
1489,13-03-2015,Bhima- Mango Thokku
1431,20-07-2015,Cocoma
2747,05-07-2015,Spinz Deo - Enchante
3054,22-03-2015,Spinz BB Cream
2691,09-10-2015,Spinz Talc - Exotic
1752,19-04-2015,Spinz BB Talc
3027,15-09-2015,Indica Crème 
4452,17-06-2015,Ruchi- Vadu Mango
4129,13-08-2015,Nyle Damage Repair
3523,09-11-2015,Nyle Anti- Dandruff
2128,11-02-2015,Nyle Dryness Hydration
4867,03-02-2015,Spinz Perfumed Deo - Pristine Green 200 ml
4762,30-10-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1632,29-05-2015,Spinz Perfumed Deo - Pristine Green 200 ml
4018,17-11-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1722,13-07-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1438,19-10-2015,Spinz Perfumed Deo - Pristine Green 200 ml
3958,27-10-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3292,13-09-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2861,23-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
1757,24-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
1509,30-12-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2364,11-05-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3084,26-10-2015,Nyle Volume Enhance Shampoo Btl 800 ml
1850,17-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
1949,17-03-2015,Nyle Damage Repair Shampoo Btl 800 ml
4740,02-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
1072,23-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
4196,09-07-2015,Nyle Damage Repair Shampoo Btl 800 ml
4814,13-09-2015,Nyle Damage Repair Shampoo Btl 800 ml
1514,28-02-2015,Nyle Damage Repair Shampoo Btl 800 ml
4584,25-10-2015,Nyle Damage Repair Shampoo Btl 800 ml
2751,03-02-2015,Nyle Damage Repair Shampoo Btl 800 ml
4155,24-09-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4670,11-10-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4566,27-07-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
2371,30-08-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
3442,14-11-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
3090,27-09-2015,Chik Shampoo (200 ml)
1457,09-01-2015,Chik Shampoo (200 ml)
4952,08-04-2015,Chik Shampoo (200 ml)
3165,11-01-2015,Chik Shampoo (200 ml)
2608,19-09-2015,Chik Shampoo (200 ml)
2040,07-10-2015,Chik Shampoo (200 ml)
1327,09-08-2015,Chik Shampoo (200 ml)
3363,07-01-2015,Indica Herbal Hair Color
1731,09-09-2015,Indica Herbal Hair Color
2760,02-08-2015,Indica Herbal Hair Color
3120,14-01-2015,Indica Herbal Hair Color
1332,30-04-2015,Indica Herbal Hair Color
4530,12-09-2015,Indica Herbal Hair Color
3145,23-02-2015,Indica Herbal Hair Color
1099,13-08-2015,Indica Herbal Hair Color
3188,06-12-2015,Indica Herbal Hair Color
3748,13-10-2015,Cavin's Lassi
4655,31-03-2015,Cavin's Lassi
1827,01-05-2015,Cavin's Lassi
2485,17-02-2015,Cavin's Lassi
4683,15-01-2015,Cavin's Lassi
4358,06-11-2015,Cavin's Lassi
1931,09-10-2015,Cavin's Lassi
2490,18-12-2015,Cavin's Lassi
4842,08-12-2015,Spinz BB Cream
4616,01-01-2015,Spinz Talc - Exotic
2810,22-09-2015,Indica Easy - Brown
2785,18-10-2015,Chik - Thick & Glossy Shampoo
3591,20-07-2015,Maa Mango
3896,10-09-2015,Maa Apple
3842,01-07-2015,Maa - Mango
2648,10-07-2015,Maa Lemon
4688,02-10-2015,Maa Orange 
3511,26-08-2015,Maa Mango
3084,04-09-2015,Fremon
3810,07-05-2015,Joozy Cola
4348,26-02-2015,Runge
3584,10-03-2015,Chillout
2620,11-06-2015,Ruchi- Maharastra Mango Pickle
2716,18-01-2015,Bhima- Cut Mango
3797,10-08-2015,Cavin’s Mango Lassi
2976,02-06-2015,Cavin's Lassi
2762,07-11-2015,Chik - Anti Dandruff Shamphoo
3752,25-04-2015,Cavin's Buttermilk
1659,30-11-2015,Cavin’s Cold coffee
4109,08-02-2015,Cavin’s Mango Lassi
1542,07-08-2015,Cavin's Stawberry Lassi
2068,07-06-2015,Cavin's Vanilla Milshake
4509,14-06-2015,Cavin's Buttermilk
4646,14-06-2015,Cavin's Lassi
2122,07-04-2015,Cavin's Chocolate Milkshake 
2730,15-06-2015,Cavin's Stawberry Lassi
1800,31-07-2015,Cavin's Kaju Butterscotch Milkshake
1456,18-09-2015,Bhima- Cut Mango
1138,02-09-2015,Bhima- Mixed Veg
4104,12-06-2015,Bhima- Lime
4985,28-02-2015,Bhima- Mango Thokku
3181,13-12-2015,Bhima- Red Chilli
3178,21-10-2015,Roasted Nylon Chivda
1688,10-11-2015,Khatta Meetha
1488,28-11-2015,Moong Dal
4975,08-05-2015,Manglori Mixture
4697,09-01-2015,Garden French Fries
4742,11-01-2015,Garden Instant bhel mix
2640,22-04-2015,Garden Bombay Puri
2548,25-12-2015,Garden Potato Chip
2825,29-12-2015,Ruchi- Maharastra Mango Pickle
2592,04-07-2015,Ruchi- Maharastra lime Pickle
3622,28-12-2015,Ruchi - Andhra Tomato
4852,21-08-2015,Ruchi- Brinjal
1839,03-09-2015,Ruchi- Red Chilli
2413,04-04-2015,Ruchi- Tomato Garlic
2982,14-06-2015,Ruchi- Vadu Mango
1981,31-10-2015,Chik - Long & Healthy Shampoo
4440,21-09-2015,Chik - Hairfall Prevent Shampoo
3497,24-11-2015,Chik - Thick & Glossy Shampoo
3668,18-12-2015,Chik - Anti Dandruff Shamphoo
4460,28-05-2015,Chik - Thick & Glossy Shampoo
1335,16-01-2015,Indica Easy Hair Colour
4303,07-12-2015,Indica Herbal Hair Colour
3508,28-02-2015,Indica Crème 
1959,19-03-2015,Indica Easy - Brown
3856,06-03-2015,Indica Herbal Hair Colour
3141,29-07-2015,Spinz Deo - Pristine Green
4640,25-09-2015,Spinz Deo - Blue Bounce
4851,25-05-2015,Spinz Deo - Y+B43:B61ellow Blossom
3306,22-09-2015,Spinz Deo - Mystic White
2193,08-04-2015,Spinz Deo - Enchante
1156,13-09-2015,Spinz BB Cream
4596,08-04-2015,Spinz Talc - Exotic
1245,08-10-2015,Spinz BB Talc
1515,05-07-2015,Indica Crème 
2564,14-07-2015,Ruchi- Vadu Mango
4527,18-10-2015,Nyle Damage Repair
2487,09-07-2015,Nyle Anti- Dandruff
3420,27-02-2015,Nyle Dryness Hydration
4442,28-11-2015,Nyle Volume Enhance
3164,30-04-2015,Nyle Pollution Sheild
3601,01-04-2015,Nyle Damage Repair
3176,25-05-2015,Spinz BB Cream
2568,22-07-2015,Spinz Talc - Exotic
1856,26-10-2015,Indica Easy - Brown
3859,30-09-2015,Chik - Thick & Glossy Shampoo
1668,21-08-2015,Maa Mango
4499,23-08-2015,Maa Apple
1753,21-08-2015,Maa - Mango
3829,25-06-2015,Maa Lemon
4825,08-01-2015,Maa Orange 
3694,10-11-2015,Maa Mango
4147,02-01-2015,Fremon
2196,09-10-2015,Joozy Cola
2229,22-05-2015,Runge
4724,03-09-2015,Chillout
3066,11-10-2015,Ruchi- Maharastra Mango Pickle
1120,08-06-2015,Bhima- Cut Mango
4769,22-08-2015,Cavin’s Mango Lassi
4711,17-09-2015,Cavin's Lassi
2391,22-06-2015,Chik - Anti Dandruff Shamphoo
1216,04-03-2015,Cavin's Buttermilk
3154,14-05-2015,Bhima- Cut Mango
3911,30-07-2015,Roasted Nylon Chivda
3111,15-10-2015,Moong Dal
1385,26-11-2015,Cavin's Buttermilk
1158,21-03-2015,Spinz Deo - Yellow Blossom
2733,22-07-2015,Bhima- Cut Mango
4999,26-12-2015,Bhima- Cut Mango
2882,12-06-2015,Manglori Mixture
2590,25-06-2015,Garden French Fries
4249,04-08-2015,Garden Instant bhel mix
3012,03-05-2015,Cavin's Kaju Butterscotch Milkshake
1533,07-11-2015,Bhima- Cut Mango
1667,12-01-2015,Bhima- Mixed Veg
4323,13-05-2015,Cavin's Lassi
2087,22-02-2015,Cavin's Stawberry Lassi
1853,31-05-2015,Cavin's Vanilla Milshake
2157,29-10-2015,Cavin's Buttermilk
1136,29-10-2015,Cavin's Lassi
2049,07-10-2015,Cavin's Chocolate Milkshake 
3122,02-05-2015,Cavin's Stawberry Lassi
2245,15-05-2015,Cavin's Kaju Butterscotch Milkshake
4746,18-10-2015,Bhima- Cut Mango
4224,24-02-2015,Bhima- Mixed Veg
4219,19-03-2015,Bhima- Lime
2641,01-01-2015,Bhima- Mango Thokku
3173,25-07-2015,Cocoma
2191,19-10-2015,Spinz Deo - Enchante
4212,07-04-2015,Spinz BB Cream
1902,01-12-2015,Spinz Talc - Exotic
1347,27-03-2015,Spinz BB Talc
1578,23-06-2015,Indica Crème 
1264,23-11-2015,Ruchi- Vadu Mango
4632,30-09-2015,Nyle Damage Repair
3452,01-11-2015,Nyle Anti- Dandruff
4822,10-02-2015,Nyle Dryness Hydration
3987,18-06-2015,Cavin's Chocolate Milkshake 
1672,07-10-2015,Cavin's Stawberry Lassi
4864,01-12-2015,Cavin's Kaju Butterscotch Milkshake
3368,09-03-2015,Bhima- Cut Mango
1283,22-09-2015,Bhima- Mixed Veg
4428,28-06-2015,Bhima- Lime
2577,25-10-2015,Bhima- Mango Thokku
1973,24-10-2015,Bhima- Red Chilli
3284,23-01-2015,Roasted Nylon Chivda
1905,19-05-2015,Khatta Meetha
2226,09-03-2015,Moong Dal
1932,04-09-2015,Manglori Mixture
4506,11-08-2015,Bhima- Mixed Veg
1843,27-11-2015,Bhima- Lime
3973,27-07-2015,Bhima- Mango Thokku
1651,28-07-2015,Bhima- Red Chilli
3997,12-10-2015,Roasted Nylon Chivda
4796,25-08-2015,Khatta Meetha
1245,24-09-2015,Moong Dal
3579,17-08-2015,Manglori Mixture
4387,10-02-2015,Garden French Fries
2496,29-06-2015,Garden Instant bhel mix
3590,28-03-2015,Garden Bombay Puri
2890,26-04-2015,Garden Potato Chip
1401,27-01-2015,Ruchi- Maharastra Mango Pickle
3297,21-05-2015,Ruchi- Maharastra lime Pickle
2867,23-12-2015,Ruchi - Andhra Tomato
1365,20-05-2015,Ruchi- Brinjal
2355,24-07-2015,Ruchi- Red Chilli
1170,19-03-2015,Ruchi- Tomato Garlic
3554,21-03-2015,Ruchi- Vadu Mango
4171,26-01-2015,Spinz Deo - Mystic White
3963,17-09-2015,Spinz Deo - Enchante
3076,08-12-2015,Spinz BB Cream
1629,17-05-2015,Spinz Talc - Exotic
1366,30-05-2015,Spinz BB Talc
3677,29-07-2015,Indica Crème 
2844,21-05-2015,Ruchi- Vadu Mango
4509,28-09-2015,Nyle Damage Repair
3245,11-05-2015,Nyle Anti- Dandruff
2294,22-06-2015,Nyle Dryness Hydration
1234,20-11-2015,Nyle Volume Enhance
3001,24-12-2015,Nyle Pollution Sheild
3587,05-08-2015,Nyle Damage Repair
2700,22-01-2015,Spinz BB Cream
3838,14-12-2015,Spinz Talc - Exotic
4045,22-12-2015,Indica Easy - Brown
1858,25-04-2015,Chik - Thick & Glossy Shampoo
2280,11-01-2015,Maa Mango
2454,06-04-2015,Maa Apple
4437,09-10-2015,Maa - Mango
1685,30-03-2015,Maa Lemon
2349,26-02-2015,Maa Orange 
1463,24-12-2015,Maa Mango
3470,19-02-2015,Fremon
4914,29-11-2015,Joozy Cola
2448,31-08-2015,Cavin’s Mango Lassi
3387,10-05-2015,Cavin's Stawberry Lassi
3167,04-11-2015,Cavin's Vanilla Milshake
3175,17-03-2015,Cavin's Buttermilk
2678,21-09-2015,Cavin's Lassi
4627,18-12-2015,Cavin's Chocolate Milkshake 
1773,17-10-2015,Cavin's Stawberry Lassi
3100,23-05-2015,Cavin's Kaju Butterscotch Milkshake
3232,29-05-2015,Bhima- Cut Mango
3673,12-08-2015,Bhima- Mixed Veg
4068,19-11-2015,Bhima- Lime
2340,07-10-2015,Bhima- Mango Thokku
1930,01-03-2015,Bhima- Red Chilli
3526,02-06-2015,Ruchi - Andhra Tomato
1617,10-02-2015,Ruchi- Brinjal
1028,11-07-2015,Ruchi- Red Chilli
4440,01-12-2015,Ruchi- Tomato Garlic
3554,23-07-2015,Ruchi- Vadu Mango
1632,15-12-2015,Ruchi- Vadu Mango
1429,07-02-2015,Nyle Damage Repair
1225,20-05-2015,Nyle Anti- Dandruff
2509,15-07-2015,Nyle Dryness Hydration
4945,02-08-2015,Nyle Volume Enhance
4342,18-03-2015,Nyle Pollution Sheild
1832,28-09-2015,Nyle Damage Repair
1518,21-06-2015,Spinz BB Cream
1512,20-09-2015,Spinz Talc - Exotic
4818,20-03-2015,Indica Easy - Brown
4686,19-08-2015,Chik - Thick & Glossy Shampoo
4986,01-02-2015,Maa Mango
2755,06-02-2015,Maa Apple
4532,29-11-2015,Maa - Mango
2070,16-08-2015,Maa Lemon
1894,09-05-2015,Maa Orange 
3473,25-01-2015,Maa Mango
2140,28-09-2015,Fremon
3286,23-12-2015,Joozy Cola
4729,08-04-2015,Runge
3204,20-02-2015,Chillout
1574,18-04-2015,Ruchi- Maharastra Mango Pickle
3361,22-07-2015,Bhima- Cut Mango
1776,25-02-2015,Cavin’s Mango Lassi
2009,11-10-2015,Cavin's Lassi
3479,24-03-2015,Cavin's Vanilla Milshake
2394,22-11-2015,Cavin's Buttermilk
1337,25-12-2015,Cavin's Lassi
3574,13-06-2015,Cavin's Chocolate Milkshake 
1727,18-07-2015,Cavin's Stawberry Lassi
1016,05-10-2015,Cavin's Kaju Butterscotch Milkshake
4326,21-01-2015,Bhima- Cut Mango
2212,22-09-2015,Bhima- Mixed Veg
1990,01-08-2015,Bhima- Lime
3836,06-12-2015,Bhima- Mango Thokku
4560,01-07-2015,Bhima- Red Chilli
1119,04-02-2015,Roasted Nylon Chivda
1379,18-05-2015,Khatta Meetha
1658,03-09-2015,Moong Dal
2948,16-06-2015,Manglori Mixture
1273,04-05-2015,Garden French Fries
1155,27-12-2015,Garden Instant bhel mix
1672,05-02-2015,Garden Bombay Puri
3841,02-04-2015,Garden Potato Chip
1683,20-08-2015,Ruchi- Maharastra Mango Pickle
1774,07-08-2015,Ruchi- Maharastra lime Pickle
4441,17-06-2015,Ruchi - Andhra Tomato
1929,02-05-2015,Ruchi- Brinjal
1273,31-01-2015,Ruchi- Red Chilli
2920,11-10-2015,Ruchi- Tomato Garlic
2467,18-04-2015,Ruchi- Vadu Mango
2678,28-11-2015,Chik - Long & Healthy Shampoo
3423,02-06-2015,Chik - Hairfall Prevent Shampoo
4223,19-07-2015,Chik - Thick & Glossy Shampoo
2846,23-09-2015,Chik - Anti Dandruff Shamphoo
4103,26-07-2015,Chik - Thick & Glossy Shampoo
4789,02-05-2015,Indica Easy Hair Colour
4916,26-02-2015,Indica Herbal Hair Colour
2518,03-05-2015,Indica Crème 
2622,07-03-2015,Indica Easy - Brown
4321,29-01-2015,Indica Herbal Hair Colour
2050,28-06-2015,Spinz Deo - Pristine Green
2146,20-06-2015,Spinz Deo - Blue Bounce
3938,26-05-2015,Spinz Deo - Y+B43:B61ellow Blossom
1636,19-09-2015,Spinz Deo - Mystic White
4694,29-07-2015,Spinz Deo - Enchante
2432,07-07-2015,Spinz BB Cream
4937,18-05-2015,Spinz Talc - Exotic
1293,01-03-2015,Spinz BB Talc
2883,17-02-2015,Indica Crème 
2267,30-01-2015,Ruchi- Vadu Mango
3997,09-06-2015,Nyle Damage Repair
4792,20-07-2015,Nyle Anti- Dandruff
2292,25-03-2015,Nyle Dryness Hydration
1018,23-05-2015,Nyle Volume Enhance
4922,13-02-2015,Nyle Pollution Sheild
3151,25-09-2015,Nyle Damage Repair
2517,04-07-2015,Spinz BB Cream
1499,17-05-2015,Spinz Talc - Exotic
4993,21-01-2015,Indica Easy - Brown
1606,11-11-2015,Chik - Thick & Glossy Shampoo
2918,10-08-2015,Maa Mango
1815,13-01-2015,Maa Apple
4524,05-07-2015,Maa - Mango
1395,11-06-2015,Maa Lemon
3456,16-06-2015,Maa Orange 
1597,05-02-2015,Maa Mango
2315,02-05-2015,Fremon
4095,29-09-2015,Joozy Cola
3680,24-11-2015,Runge
2847,23-11-2015,Chillout
3426,25-10-2015,Ruchi- Maharastra Mango Pickle
4750,04-08-2015,Bhima- Cut Mango
1384,09-08-2015,Cavin’s Mango Lassi
3120,09-08-2015,Cavin's Lassi
1081,25-04-2015,Chik - Anti Dandruff Shamphoo
1171,05-05-2015,Cavin's Buttermilk
4932,08-07-2015,Bhima- Cut Mango
4189,11-09-2015,Roasted Nylon Chivda
4455,09-09-2015,Moong Dal
2928,11-02-2015,Bhima- Red Chilli
4817,18-03-2015,Spinz Deo - Yellow Blossom
4257,28-06-2015,Bhima- Cut Mango
4254,20-07-2015,Bhima- Cut Mango
4071,19-09-2015,Manglori Mixture
2109,28-10-2015,Garden French Fries
1412,05-07-2015,Garden Instant bhel mix
4088,23-09-2015,Cavin's Kaju Butterscotch Milkshake
4056,20-10-2015,Bhima- Cut Mango
4441,05-05-2015,Bhima- Mixed Veg
4363,01-07-2015,Cavin's Lassi
2107,27-11-2015,Cavin's Stawberry Lassi
2941,23-02-2015,Cavin's Vanilla Milshake
1497,26-07-2015,Cavin's Buttermilk
2211,01-01-2015,Cavin's Lassi
3510,02-01-2015,Cavin's Chocolate Milkshake 
4074,27-05-2015,Cavin's Stawberry Lassi
3190,21-11-2015,Cavin's Kaju Butterscotch Milkshake
2297,01-03-2015,Bhima- Cut Mango
3311,01-07-2015,Bhima- Mixed Veg
3085,21-01-2015,Bhima- Lime
3693,16-11-2015,Bhima- Mango Thokku
4859,07-07-2015,Cocoma
2125,25-06-2015,Spinz Deo - Enchante
2261,04-04-2015,Spinz BB Cream
3679,27-11-2015,Spinz Talc - Exotic
4165,18-08-2015,Spinz BB Talc
3538,01-03-2015,Indica Crème 
3913,19-02-2015,Ruchi- Vadu Mango
2336,14-04-2015,Nyle Damage Repair
3549,01-08-2015,Nyle Anti- Dandruff
4434,21-09-2015,Nyle Dryness Hydration
2854,08-02-2015,Cavin's Chocolate Milkshake 
3413,08-02-2015,Cavin's Stawberry Lassi
1780,13-10-2015,Cavin's Kaju Butterscotch Milkshake
2899,06-09-2015,Bhima- Cut Mango
2106,13-08-2015,Bhima- Mixed Veg
3929,30-07-2015,Bhima- Lime
3857,01-10-2015,Bhima- Mango Thokku
4459,18-12-2015,Bhima- Red Chilli
4551,28-07-2015,Roasted Nylon Chivda
4042,17-12-2015,Khatta Meetha
2599,06-05-2015,Moong Dal
1045,25-11-2015,Manglori Mixture
4677,24-01-2015,Bhima- Mixed Veg
1580,14-06-2015,Bhima- Lime
3269,07-10-2015,Bhima- Mango Thokku
4368,29-01-2015,Bhima- Red Chilli
1111,20-11-2015,Spinz BB Cream
4841,13-09-2015,Spinz Talc - Exotic
3047,07-09-2015,Spinz BB Talc
4349,14-03-2015,Indica Crème 
3580,24-11-2015,Ruchi- Vadu Mango
2370,18-07-2015,Nyle Damage Repair
3094,28-06-2015,Nyle Anti- Dandruff
1146,12-09-2015,Nyle Dryness Hydration
2287,16-12-2015,Nyle Volume Enhance
3911,23-08-2015,Nyle Pollution Sheild
4891,19-04-2015,Nyle Damage Repair
4837,02-12-2015,Spinz BB Cream
4464,21-10-2015,Spinz Talc - Exotic
2940,18-10-2015,Indica Easy - Brown
4972,06-02-2015,Chik - Thick & Glossy Shampoo
4890,03-07-2015,Maa Mango
4295,17-07-2015,Maa Apple
2729,24-09-2015,Maa - Mango
1125,19-11-2015,Maa Lemon
1850,11-01-2015,Maa Orange 
2928,22-09-2015,Maa Mango
3717,30-05-2015,Fremon
3809,24-03-2015,Joozy Cola
3437,02-02-2015,Runge
1481,17-01-2015,Chillout
1050,04-05-2015,Ruchi- Maharastra Mango Pickle
2918,16-03-2015,Bhima- Cut Mango
4499,08-08-2015,Cavin’s Mango Lassi
4117,06-01-2015,Cavin's Lassi
1630,22-05-2015,Chik - Anti Dandruff Shamphoo
3715,11-05-2015,Cavin's Buttermilk
3512,17-11-2015,Bhima- Cut Mango
1197,27-04-2015,Roasted Nylon Chivda
3958,04-03-2015,Moong Dal
4890,14-09-2015,Bhima- Red Chilli
3112,19-05-2015,Spinz Deo - Yellow Blossom
4502,22-11-2015,Bhima- Cut Mango
4719,01-06-2015,Bhima- Cut Mango
1516,28-01-2015,Manglori Mixture
4281,18-10-2015,Garden French Fries
1566,30-04-2015,Garden Instant bhel mix
4641,29-11-2015,Cavin's Kaju Butterscotch Milkshake
2561,26-02-2015,Bhima- Cut Mango
2344,17-12-2015,Bhima- Mixed Veg
2643,21-04-2015,Cavin's Lassi
3236,09-04-2015,Cavin's Stawberry Lassi
4863,30-12-2015,Cavin's Vanilla Milshake
2264,12-01-2015,Cavin's Buttermilk
3168,20-03-2015,Cavin's Lassi
1282,18-11-2015,Cavin's Chocolate Milkshake 
2832,02-11-2015,Cavin's Stawberry Lassi
3067,27-11-2015,Cavin's Kaju Butterscotch Milkshake
1847,17-04-2015,Bhima- Cut Mango
3525,14-02-2015,Bhima- Mixed Veg
1231,14-10-2015,Bhima- Lime
3471,28-03-2015,Bhima- Mango Thokku
2421,22-11-2015,Cocoma
4092,14-06-2015,Spinz Deo - Enchante
1577,16-03-2015,Spinz BB Cream
3463,13-06-2015,Spinz Talc - Exotic
3518,01-08-2015,Spinz BB Talc
4325,14-10-2015,Indica Crème 
4947,18-11-2015,Ruchi- Vadu Mango
2194,11-01-2015,Nyle Damage Repair
2868,20-03-2015,Nyle Anti- Dandruff
3211,30-09-2015,Nyle Dryness Hydration
4537,01-01-2015,Cavin's Chocolate Milkshake 
2243,15-09-2015,Cavin's Stawberry Lassi
2399,21-01-2015,Cavin's Kaju Butterscotch Milkshake
4133,22-01-2015,Bhima- Cut Mango
2937,17-06-2015,Bhima- Mixed Veg
1029,14-03-2015,Bhima- Lime
4384,22-09-2015,Bhima- Mango Thokku
3756,22-07-2015,Bhima- Red Chilli
1646,19-06-2015,Roasted Nylon Chivda
3066,30-11-2015,Khatta Meetha
1259,27-11-2015,Moong Dal
2245,28-01-2015,Manglori Mixture
3289,01-03-2015,Bhima- Mixed Veg
3742,22-08-2015,Bhima- Lime
4537,09-04-2015,Bhima- Mango Thokku
4531,29-09-2015,Bhima- Red Chilli
3764,05-10-2015,Roasted Nylon Chivda
1581,13-08-2015,Khatta Meetha
2859,11-02-2015,Moong Dal
2175,06-03-2015,Manglori Mixture
1301,03-11-2015,Garden French Fries
3465,01-11-2015,Garden Instant bhel mix
2203,27-06-2015,Garden Bombay Puri
2113,16-08-2015,Garden Potato Chip
3072,26-01-2015,Ruchi- Maharastra Mango Pickle
2805,17-08-2015,Ruchi- Maharastra lime Pickle
2511,14-07-2015,Ruchi - Andhra Tomato
2120,26-01-2015,Ruchi- Brinjal
2346,24-04-2015,Ruchi- Red Chilli
2071,14-10-2015,Ruchi- Tomato Garlic
2610,26-02-2015,Ruchi- Vadu Mango
3489,18-11-2015,Spinz Deo - Mystic White
3458,13-08-2015,Spinz Deo - Enchante
4869,06-02-2015,Spinz BB Cream
2580,11-04-2015,Spinz Talc - Exotic
3305,24-06-2015,Spinz BB Talc
3811,24-06-2015,Indica Crème 
1782,16-08-2015,Ruchi- Vadu Mango
3050,07-04-2015,Nyle Damage Repair
4924,14-09-2015,Nyle Anti- Dandruff
1480,21-11-2015,Nyle Dryness Hydration
3508,15-08-2015,Nyle Volume Enhance
2545,18-11-2015,Nyle Pollution Sheild
3638,06-06-2015,Nyle Damage Repair
3971,30-12-2015,Spinz BB Cream
4536,06-04-2015,Spinz Talc - Exotic
2707,12-06-2015,Indica Easy - Brown
1382,29-09-2015,Chik - Thick & Glossy Shampoo
4648,14-09-2015,Maa Mango
2699,18-04-2015,Maa Apple
3119,05-02-2015,Maa - Mango
4695,09-09-2015,Maa Lemon
4778,24-08-2015,Maa Orange 
3451,26-04-2015,Maa Mango
2221,16-12-2015,Fremon
4217,23-11-2015,Joozy Cola
1334,07-06-2015,Cavin’s Mango Lassi
2499,22-11-2015,Cavin's Stawberry Lassi
3585,21-07-2015,Cavin's Vanilla Milshake
3161,08-11-2015,Cavin's Buttermilk
2434,06-06-2015,Cavin's Lassi
4448,06-01-2015,Cavin's Chocolate Milkshake 
4597,13-07-2015,Cavin's Stawberry Lassi
4584,09-10-2015,Cavin's Kaju Butterscotch Milkshake
1606,10-03-2015,Bhima- Cut Mango
3323,12-11-2015,Bhima- Mixed Veg
1308,14-03-2015,Bhima- Lime
1331,07-10-2015,Bhima- Mango Thokku
2386,30-01-2015,Bhima- Red Chilli
